12837
52 9 21	Eliana Gonzalez
29 8 12	Felipe Foster
27 1 5	Hsiu Bryant
21 8 25	Nicolette Mabry
49 3 30	Rose Perez
34 8 24	Timmy Sanchez
57 7 1	See Copeland
44 5 22	Zachary Baker
79 11 30	Antoinette Lopez
86 5 21	Devin Parker
88 10 30	Brandon Norman
85 2 13	Angelika Cooper
13 8 27	Marilyn Hubbard
37 9 7	Mary Hughes
80 8 13	Deborah Vaughn
23 8 1	Jean Rodriguez
62 3 26	Teresa Howard
36 6 7	Antoinette Fenton
54 8 27	Marjorie Price
75 3 4	Wilmer Horowitz
80 8 7	Delaine Young
15 0 14	Oretha Fenton
15 5 22	Kevin Rivera
62 2 2	Kevin Pulliam
14 10 1	Melita Lanham
78 2 18	Margaret Bailey
49 5 3	Belinda Hubbard
79 10 22	Michelle Cox
28 8 6	Jonathan Gonzalez
15 3 12	Eloise Browne
56 7 11	Jose Rivera
25 6 20	Chris Baumann
37 11 22	Niki Willis
37 10 5	Nicolette Perez
56 5 30	Jack Hindman
33 9 0	Jackeline Aaron
79 11 25	Anya Townsend
12 10 15	Johnny Brown
38 2 9	Teresa Humphrey
31 1 25	Mary Holt
19 7 8	Jason Wright
51 11 15	Joe Foster
80 6 27	Jack Orosco
50 10 0	Kathleen Evans
71 0 2	Kathleen Ruiz
49 2 21	Brandon Diaz
69 10 28	Delaine Hutchings
9 8 13	Eugene Hollins
89 6 9	Hsiu Hampton
89 2 4	Angel Bennett
22 5 29	Steve Simpson
9 9 16	Ivan Bowen
85 7 8	Judith Wilson
28 6 5	Ken Watson
50 3 15	Glennis Evans
84 8 17	Sharon Wilkins
34 2 22	Julie Griffin
69 7 30	Deborah McDonald
15 5 2	Eloise Johnson
85 7 24	Nancy Allen
33 11 17	Dawne Lee
32 8 30	Ashley Marsh
45 6 1	Karrie Caraballo
78 3 16	Eloise Flowers
49 2 12	Terrell Ingram
64 3 17	Annie McDaniel
89 4 20	Erica Caraballo
63 8 7	Melissa Lee
86 9 21	Ramiro Bennett
28 5 13	Kasie Flynn
66 5 4	Arthur King
85 2 2	Salvador Tate
74 8 7	Irene Horan
22 5 14	Dwayne Brockman
37 1 0	Jacqueline Hudson
39 6 21	Gordon Scott
54 7 20	Jacqueline Aaron
61 9 28	Maryalice Brockman
85 8 20	David Fortune
26 1 14	Rachel Copeland
77 10 0	Eugenia Ramirez
28 7 13	Helen Parker
87 6 27	Gerard Browne
56 3 25	Jackie Maldonado
69 1 16	Claudine Fenton
19 4 23	Clark Kelly
88 3 3	Willie Hindman
18 11 28	Marion Young
10 0 21	Heidi Davis
37 10 6	Anna Barrett
16 7 19	Jack Dennis
52 3 17	Belinda Flaherty
71 0 29	Yuonne Gonzalez
54 1 0	Lindsay Stewart
74 9 24	Krissy Hughes
26 1 10	Jose Parker
44 2 26	Inez Flores
69 9 0	Gregory Hollins
47 1 30	Dani Lanham
63 0 29	See Tiller
88 1 29	Inez Hardy
64 2 4	Jane Hindman
55 6 6	Rosie Rhodes
59 8 26	Donald Sanders
66 11 16	Gordon Reyes
65 3 30	Karen Franklin
31 8 9	Earnest Neal
51 1 17	Edward Roland
61 5 20	Jane Harvey
86 11 7	Alice Reid
33 5 25	Andrew Hampton
50 3 12	Christine Sherman
14 3 19	Felipe Hampton
15 2 3	Clayton Ramirez
61 4 22	Nancy Hill
34 5 29	Jackeline Steadman
87 4 26	Jane Barnes
78 7 15	Jeni Hughes
9 10 2	Joe Vaughn
64 0 20	Lila Garcia
60 9 23	Lillian Lee
53 6 26	Walter Evans
33 8 10	David Lamb
48 10 9	Frankie Gonzalez
10 7 4	Cecil Wagner
55 10 5	Oretha Ruiz
38 5 25	Clarence Dunn
81 10 22	Glennis Goodrich
22 11 25	Ivan Jackson
48 8 10	Bobby Bailey
10 11 2	Timmy Baldwin
19 4 28	Kelly Price
27 1 28	Casey Hamilton
29 3 28	Jeremy Butler
70 4 9	Jennifer Fleming
84 3 19	Marion Watson
90 6 7	Stephenie Cooper
13 10 13	Devin Vargas
32 1 24	Michelle Smith
75 11 27	Laurence Huddleston
29 3 18	Wade Martin
42 10 22	Richard Peters
57 7 19	Oretha Lindsey
49 4 21	Maria Hernandez
27 5 27	Calvin Neal
29 8 3	Aaron Lopez
65 11 6	Jorge Thompson
43 4 14	Howard Diaz
20 4 29	Pat Baumann
67 10 20	Charles Peterson
17 0 9	Alejandro Seymore
48 8 17	Annie Bennett
69 4 10	Patti Johnson
40 3 16	Brian Griffin
28 7 7	Laurence Main
55 3 9	Alice Maier
71 8 4	Andrew Benton
71 6 24	Dawne Peters
81 5 10	Ryan Roland
36 11 0	Melissa Roland
27 8 2	Helen Martin
74 8 11	Jennifer King
56 7 4	Kasie Wheeler
11 0 11	Natasha Holloway
46 8 5	Salvador Faison
53 9 16	Oretha Reid
12 2 13	Diana Vega
73 3 24	Terence Sanders
33 3 25	Charles Webb
51 2 23	Max Horowitz
54 7 24	Jose Wilson
69 0 30	Jacqueline Willis
9 10 12	Terrell Ingram
46 1 20	Casey Carr
83 5 13	Niki Richardson
53 9 19	Shrimply Rodriguez
68 4 6	Lucia Reddick
62 3 16	Sarah Harris
53 5 8	Eloise Allen
60 8 11	Judith McDonald
55 0 11	Laura Freeman
54 2 28	Pamala Fenton
58 8 27	Max Horowitz
24 10 23	Marshall Hardy
26 2 29	Betty Evans
73 2 16	Marie Stokes
39 5 15	Wade Lee
60 9 16	Jose Parker
39 1 7	Alejandro Humphrey
37 8 19	Ken Murphy
39 5 18	Kenneth King
62 10 11	Alycia Morris
89 5 30	Martin Banks
36 0 24	Judith Sanders
73 4 13	Niki Brown
24 0 5	Luz Padilla
38 2 29	Raymond Sanders
53 2 2	Earnest Jackson
50 11 25	Janice Orosco
89 9 13	Aaron Evans
86 5 27	Aubrey Stewart
17 7 27	Laurence Cook
54 6 12	Katherine Paul
70 11 6	Sherri Ward
50 10 24	Aida Thompson
66 7 9	Gregory Peterson
22 4 21	Steve Gray
27 8 22	Jacqulyn Meyer
88 8 10	Steve Reid
32 8 20	Brandon Horan
35 9 12	Calvin Rodriguez
89 4 15	Marilyn Whitworth
55 2 18	Lillian Morris
85 11 26	Dani Reddick
55 3 19	Andrew King
14 7 4	Maryalice Johnson
55 0 29	Mildred Moore
12 1 24	Hsiu Washington
17 5 11	Tammy Phillips
78 11 20	Aida Payne
82 10 1	Gerard Nunez
61 3 11	Benjamin Walker
63 11 13	Rosie Vega
8 1 26	Amanda Doyle
90 6 25	Johnny Harvey
24 10 4	Kathleen Alvarado
29 2 3	William Bell
37 3 4	Jorge Alexander
45 7 13	Roger Young
43 4 13	Kim Harrington
23 5 29	Johnathan Peters
79 8 18	Robin Thomas
45 10 13	Andres Dunn
48 10 29	Terry Long
16 8 21	Eugenia Humphrey
77 7 8	Jane Anderson
77 0 12	Fred Webb
73 10 11	Terry Jenkins
53 8 30	Barbara Rodriguez
26 2 18	Aaron Porterfield
12 8 25	Alan White
43 6 2	Chris Barth
78 6 14	Pamala Sterling
16 4 22	Rachel Moody
38 4 0	Edward Patterson
86 3 10	Frankie Drake
48 6 18	Irene Reid
44 11 9	Zada Coleman
86 11 6	Deborah Paul
82 2 17	Elvina Bailey
64 2 25	Shanelle Hubbard
76 6 6	Rebecca Peters
80 6 14	Maryalice Perez
31 6 12	Randee Parker
49 3 5	Lindsay Roberts
45 4 26	Eugene Freeman
73 10 21	Anthony Platt
32 7 0	Helen King
56 11 29	Laura Washington
18 2 3	Alejandro Flores
85 5 9	Deborah Ramirez
40 5 21	Jacqueline Carvalho
38 8 19	Darrin Davis
78 11 27	Inez Banks
17 7 22	Elijah Cox
72 1 16	Karen Hernandez
18 2 13	Kim Lopez
17 6 19	Mary Mabry
75 9 16	Alice Smith
87 7 13	Ernest Taylor
8 4 2	Marie Willis
23 8 26	Claudine Duong
20 5 28	Felipe Parker
75 4 10	Barbara Holloway
31 2 9	Eliana Mabry
73 5 6	Jackie Bailey
70 9 3	Arthur Watson
11 5 12	Carley Lane
17 7 17	Dennis Bowling
15 0 4	Deborah Fleming
38 10 24	Laura Brown
26 6 25	Cheryl Lewis
56 0 20	Howard Dunn
9 5 3	Mildred Perkins
56 10 5	Michael Simmons
24 7 8	Gordon Lane
80 4 17	Aaron Bailey
88 4 20	Dorothy Young
31 8 8	Andre Edwards
82 1 18	Arthur Miller
35 1 14	Alan Miller
14 11 13	Calvin Hindman
52 8 7	Joe Lanham
78 9 26	Gerard Clark
15 10 10	Earnest Hudson
49 6 4	Andrew Hill
54 0 21	Frankie Lamb
28 10 20	Anna Holloway
40 1 7	Edward Campbell
28 5 2	Ivan Price
69 10 12	Gary Sterling
36 9 8	Valerie Bowling
24 7 4	Jack Robinson
21 4 23	Charlene Bennett
73 4 23	Joshua Nunez
28 10 6	Kasie Rhodes
89 3 17	Roger Stewart
36 4 21	Donald Ruiz
15 1 17	Germaine Adams
41 9 14	Clarence Coleman
8 7 1	Germaine Russell
59 11 20	Ramiro Ramirez
27 6 30	David Tiller
20 0 25	Roy Sanders
19 6 25	Ryan Miller
34 6 5	Sharon Alvarado
67 1 29	Laurence Thompson
69 8 3	Terrell Hutchings
56 4 30	Jack Harris
51 10 25	Karrie Brown
82 11 17	Patti Ward
57 5 26	Sharon Aguilar
76 9 9	Jane Hunt
46 10 23	Maria Grantham
54 10 17	Eugenia Stewart
59 2 18	Alan Holt
84 4 26	Denise Maldonado
37 11 9	Hugh Simpson
67 5 16	Lindsay Moore
67 6 14	Jorge Marsh
38 1 30	Nicholas Dennis
22 9 17	Cynthia Willis
37 4 22	Andrea Buchanan
13 5 16	Wade Bennett
87 0 26	Rosie Reeves
76 4 0	Andre Seymore
37 4 12	Stasia Edwards
52 9 3	Martin Nunez
17 5 1	Clark Drake
74 9 14	Karrie Butler
12 0 26	Melita Carvalho
31 11 9	Christopher Barth
84 5 7	Rafael Peters
77 1 0	Lillian Ward
35 4 8	Catherine Flores
11 8 26	Samual Nelson
69 2 30	Jeremy Duong
36 11 25	Aaron Coleman
69 4 15	Inez Fortune
68 9 17	George Hudson
50 11 20	Steve Pulliam
18 1 27	Michael Padilla
8 10 28	Mary Aaron
13 5 18	Wade Rivera
81 8 1	Patricia Dunn
84 6 27	Pamala Faison
45 8 27	Wayne Russell
45 6 9	Randee Gonzales
9 10 25	Ella Alvarado
43 6 25	Steve Gonzalez
64 3 2	Kelly Hughes
58 7 9	Germaine McDonald
50 6 18	Kathy Hunt
16 4 28	Heidi Barber
61 1 14	Jean Ball
48 0 0	Gordon Vaughn
76 8 25	Carley Mabry
61 1 13	Christine Flores
39 9 4	Susan Brockman
43 5 29	Josphine Sherman
74 0 4	Angie Barber
39 0 2	Rose Jackson
28 9 14	Martin Harris
31 3 3	Ken Huddleston
86 8 4	Joe Wilkins
82 7 4	Earnest Foster
88 7 2	Jacqulyn Padilla
26 0 13	Sarah Cox
68 3 20	Josphine Drake
51 9 2	Gary Russell
55 6 25	Alan Hollins
33 5 15	Marilyn Washington
59 1 6	Felipe Powell
86 3 10	Nicolette Kelly
84 10 26	Kevin Banks
70 10 22	Belinda Torres
40 9 18	Vera Blanton
65 3 24	Anna Green
62 1 21	Erica Watson
90 11 26	Janice Collins
79 5 24	Margaret Roy
51 1 9	Glennis Watson
40 1 11	Nicholas Copeland
22 4 16	Pamela Mitchell
48 7 21	Judith Bryant
38 7 11	Rafael Whitworth
24 0 12	Marshall Dunn
75 5 20	Tammy Griffin
63 2 1	Clarence Brooks
82 3 30	Oretha Adams
29 7 22	Dennis Steadman
15 10 5	Rufus Ball
48 7 13	Angelika Lindsey
87 6 23	Deborah Norman
44 11 4	Aubrey Davis
42 9 26	Hsiu Gracia
18 3 16	Jane Watson
36 6 22	Krissy Padilla
84 1 9	Deborah Bailey
42 7 24	Doris Humphrey
57 0 8	Erica Kelley
36 8 20	Lillian Lamb
40 2 18	Jackie Stokes
8 2 6	Kasie Wilkins
35 8 26	Rose Miller
67 4 1	Gregory Perkins
21 5 0	Edward Perez
38 3 1	Valerie Taylor
16 3 24	Patti Meyer
77 5 4	Randee Barth
62 2 4	Ashley Turner
14 7 8	Stephenie Main
10 8 0	Dexter Simmons
62 0 3	Delaine Peterson
26 0 17	David Meyer
12 0 18	Aida Hindman
33 9 22	Lindsay Ross
27 11 6	Gary Medina
31 11 6	Melissa Carr
81 11 10	Karrie Hudson
19 0 20	Nicholas Marsh
27 1 9	Andrea Harrison
41 10 11	Jenifer Sanchez
88 0 15	Kim Moody
74 5 23	Joshua Garcia
65 1 0	Katherine Faison
26 6 6	Nancy Griffin
86 5 2	Devin Fenton
15 9 22	Niki Price
52 2 27	Fred Jackson
80 5 19	Kimberly Powell
37 6 20	Janet Flores
36 5 25	Anna Hines
50 2 2	Wanda Moran
42 6 10	Andrew Patterson
33 5 8	Chris Hall
60 10 26	Lucia Harrison
21 2 17	Ashley Cox
36 7 13	Gregory Faison
35 6 1	Joe Simpson
21 4 21	Raymond Baumann
13 3 8	Terry Alexander
83 3 4	Donald Jones
38 2 14	Jose Hutchings
25 8 4	Felipe Gonzalez
75 6 19	Jackeline Harris
69 3 8	Eliana Bryant
50 3 29	Jason Hutchings
24 8 20	Pat Taylor
65 11 30	Helen Anderson
49 7 19	Rafael Steadman
28 11 12	Marshall Martinez
24 1 26	Lucia Lopez
52 6 2	Frankie Marsh
23 0 5	Anna Brown
33 11 16	Terry Washington
54 6 14	Rufus Baumann
37 0 27	Wayne Harrison
70 1 3	Carl Stokes
32 0 20	Zachary Harrison
68 10 27	Randee Johnson
60 10 30	Marjorie Roland
26 3 17	Eugenia Price
8 1 9	Nicolette Davis
67 8 19	Andrea Green
75 9 1	Wilmer Jackson
65 10 23	Timothy Buchanan
23 9 18	Diana Archer
25 5 27	Natalie Butler
57 5 29	Brian Archer
83 7 20	Levi Long
19 4 14	Steve Wright
43 4 10	Andre Wheeler
40 5 21	Susan Lee
15 3 19	Lila Lewis
61 7 26	Judith Mccune
8 7 11	Nancy Rodriguez
47 10 6	Judith Kelley
90 7 11	Amanda Cook
47 7 7	Lillian Baldwin
90 1 29	Kathy Wilkins
52 1 25	Lonnie Wilkins
53 11 17	Krissy Vega
43 7 25	Mary Holt
50 0 21	Timmy Padilla
82 9 0	Gregory Anderson
68 11 26	Brandon Reddick
74 1 25	Hsiu Long
20 4 3	Roger Griffin
82 3 23	Laurence Willis
42 4 26	Collen Caraballo
70 9 23	Jackeline Aguilar
28 3 9	Felipe Porterfield
15 1 25	Ken Hughes
13 3 30	Treva Moran
71 6 5	Charlene Price
83 8 1	Raymond Martinez
74 5 30	Lila Goodrich
60 6 30	Annie Perez
57 5 1	Earl Carter
37 1 24	Jeni Townsend
69 11 21	Delaine James
59 5 23	Valerie Williams
39 9 7	Kasie Evans
64 5 17	Bobby Collins
57 7 3	Collen Stokes
18 4 28	Claudine Hughes
38 0 20	Carl George
70 11 4	Vera Price
82 9 0	Randee Copeland
37 2 21	Helen Bennett
42 5 19	Natasha Grantham
73 10 27	Hugh Barth
12 10 12	Richard Mccune
45 11 16	Rafael Harrison
47 7 26	Nicholas Harrington
73 10 25	Ivan Baker
78 5 5	Lonnie Foster
77 10 23	Marie Ramirez
55 1 9	Jennifer Griffin
54 6 0	Zachary Ruiz
49 1 14	Gerard Gray
53 7 11	Bobby King
64 0 2	Clayton Hampton
89 9 4	Krissy Orosco
73 2 25	Angelika Roland
56 9 1	William Maier
59 1 28	Diana Harris
55 3 24	William Cox
54 0 3	Mary Butler
88 4 23	Darrin Butler
75 5 15	Elijah Carr
16 4 23	Aida Flynn
14 1 4	Annie Garcia
49 11 23	Heidi Steadman
35 1 18	Wanda Bass
57 10 21	Pat Aguilar
16 6 30	Kenneth Archer
65 2 22	Gordon Hollins
49 6 14	Lillian Harris
71 11 15	Jackeline Campbell
23 8 1	Martha Wood
56 10 9	Natalie Wheeler
52 1 22	Jenifer Miller
73 10 21	Kelly Orosco
90 1 4	Alejandro Platt
65 3 10	Claudine Vargas
58 6 16	Krissy Townsend
35 3 28	Norman Hutchings
69 5 26	Shrimply Hall
23 9 2	Angelika Hudson
20 1 5	Levi James
24 11 19	Jason Miller
84 5 30	Gerard Flowers
18 3 27	Laurence Dunn
61 5 8	Gregory Simmons
35 7 11	Irene Maier
41 1 14	Janet Walker
40 2 28	Andre Ball
9 2 2	Clarence Price
55 3 5	Aida Lee
38 5 23	Lillian Porterfield
40 6 0	Raymond Porterfield
72 11 1	Teresa Townsend
48 6 23	Joanne Freeman
56 11 29	Aubrey Henderson
32 6 30	Ramiro Harrison
88 1 30	Jane Williams
21 3 12	Julie Willis
55 5 0	Dwayne Hill
64 2 23	Jacqueline Dennis
18 3 17	Laurence Jackson
46 7 26	Jack Platt
89 7 23	Dwayne Alexander
83 3 1	Bobby Campbell
35 9 21	Anya Gray
39 6 27	Dorothy Thompson
81 9 11	Jackeline Wright
27 2 1	Dani Robinson
75 0 20	Eugene Fenton
62 5 7	Lynn Reyes
29 9 15	Kasie Morris
52 3 7	Nicolette Tate
12 10 20	Nancy Reeves
60 1 0	Jean Brockman
26 0 18	Nicholas Evans
79 9 16	George Huddleston
51 8 6	Pat Cook
36 5 10	Sherri Jones
77 4 2	Lindsay Ingram
65 6 26	Tracy Wagner
42 4 14	Amanda Webb
81 6 22	Robin Cook
60 3 14	Devin Townsend
56 5 9	Elvina Pulliam
46 9 16	Hsiu Weaver
83 3 11	Aida Alexander
32 2 14	Alma Nelson
83 2 17	Pat Horowitz
39 11 24	Ella Jackson
70 9 20	Joshua Morris
10 4 12	Maryalice Alvarado
84 5 4	Eileen Bailey
11 3 27	Donald Benton
65 11 14	Annie Duong
82 1 21	Martha Bell
44 10 27	Wayne Mabry
44 2 2	Glennis Alvarado
84 9 29	Shanelle Buchanan
80 0 23	Charlene Townsend
39 2 24	Salvador Ruiz
88 8 5	Earnest Sherman
25 9 20	Brandon Bowling
41 1 29	Kevin Boyle
81 11 11	Cecil Meyer
63 11 22	Cecil Aguilar
89 6 12	Marilyn Thomas
85 3 25	Norman Green
63 5 27	Herma Platt
77 1 8	Arthur James
67 7 10	Maddie Watson
8 1 8	Diane Brown
20 9 5	Kasie Duong
24 1 19	Nancy Gray
90 10 26	Gerard Parker
81 10 7	Sherri Moore
26 8 23	Laurence Campbell
25 10 2	Karrie Brooks
70 1 30	Christopher Lane
50 2 15	Spencer Lindsey
86 6 6	Santiago James
26 0 18	Pamala Townsend
30 9 10	Delaine Duong
15 9 15	Donald Rhodes
68 1 2	Brandon Taylor
13 7 5	Susan Webb
29 10 12	Martha Lanham
87 1 7	Treva Barrett
79 11 21	Walter Barlow
79 8 1	Lindsay Buchanan
11 0 24	Stephenie Seymore
35 3 15	Josphine Reid
8 11 9	Bryant Butler
83 3 23	Andrea Carr
90 8 9	Barbara Alvarado
22 8 25	Casey Maldonado
69 10 28	Joanne Lindsey
84 7 12	Jackie Wheeler
70 7 13	Jane Rhodes
55 3 25	Walter Grantham
16 7 2	Raymond Cooper
85 10 27	Stephenie Collins
23 6 19	Alan Holt
85 5 3	Arthur Padilla
14 11 15	Jean Caraballo
79 6 18	Arthur Moran
45 2 21	Richard Stokes
9 1 25	Mildred Gonzales
63 9 5	Pamela Turner
72 0 16	Eliana Washington
10 5 28	Alycia Diaz
57 4 10	Catherine Bennett
44 8 11	Earnest McDaniel
77 3 7	Rafael Hudson
86 11 3	Kathy Blanton
40 3 12	Spencer Rogers
26 7 10	Joshua Perkins
21 5 1	Jason Holloway
38 1 29	Johnathan Sterling
52 9 23	Johnathan Lindsey
46 10 23	Cecil Brooks
28 1 3	Valerie Brockman
45 4 20	Eloise Green
61 7 7	Mary Franklin
34 1 4	Andres Jones
51 1 20	Natasha Platt
42 5 24	Cecil Neal
72 8 6	Lonnie Gracia
56 6 7	Hugh Paul
29 1 19	Wayne Seymore
50 0 19	Niki Ingram
48 8 24	Gerard Williams
22 11 25	Michael Reed
45 7 7	Sophia Ruiz
30 2 13	Janet Griffin
25 9 1	Betty Washington
13 2 13	Dwayne Hunt
17 8 8	Aubrey Jackson
73 10 6	Wayne Jenkins
70 3 28	Katherine Hughes
46 11 2	Tammy Roberts
90 7 9	Jack Wilkins
49 4 6	Rosie Hughes
39 0 15	Mary Mabry
85 3 30	Patti Smith
64 10 12	Stephenie Faison
28 6 13	Catherine Jackson
18 9 0	Rachel Perry
25 0 25	Catherine Vargas
9 0 25	Maryalice Patterson
16 8 1	Maryalice Scott
30 7 4	Katherine Carter
36 11 28	Charlene Lopez
63 8 28	Kasie Brown
10 11 23	Nicholas Gray
60 1 5	Cecil Barlow
33 1 3	Natasha Garcia
56 4 19	Aaron Hubbard
11 0 28	Angie Hunt
69 1 14	Dani Porterfield
31 10 11	Sherri Hubbard
12 3 27	Ernest Vaughn
17 4 5	Gordon Holt
16 10 6	Spencer Ward
80 7 16	Timmy Wilkins
14 2 21	Karrie Simmons
70 11 4	Kevin Richardson
74 5 23	Khadijah Campbell
11 4 10	Denise Porterfield
25 6 2	Stephenie Wright
53 11 21	Melissa Kelly
17 3 12	Aida Moore
62 10 2	Susan Kelley
74 1 13	Kathy Perez
41 9 30	Gerard Neal
21 3 12	Lynn Lanham
15 11 7	Walter Clark
89 3 24	Richard Stokes
88 10 14	Germaine Marsh
72 4 30	Yuonne Caraballo
79 4 27	Irene Nunez
73 9 2	Oretha Cox
51 5 23	Martha Dunn
20 5 1	Anya Graves
51 4 17	Rebecca Carter
36 1 10	Alan Graves
74 1 16	Joanne Lanham
50 5 16	Rose Caraballo
81 6 15	Devin Roy
79 5 24	Robin Alvarado
82 0 4	Wilson Knight
26 2 17	Doris Hubbard
19 9 12	Rufus Garcia
77 1 17	Krissy Butler
50 7 21	Cecil Rodriguez
70 4 10	Valerie Cooper
14 3 15	Cheryl Flynn
87 6 22	Roy Brockman
62 2 18	Betty Tackett
63 5 23	Nelson Garcia
85 0 29	Bobby Moody
19 10 2	Bobby Horowitz
58 5 8	Elijah Maldonado
39 11 11	Patti Lindsey
56 1 26	Janet Griffin
77 8 2	Jason Barlow
88 8 28	Janice Brown
72 10 8	Brandon Moran
10 10 22	Shanelle McDaniel
13 1 12	Patricia Lanham
28 9 16	Bryant Washington
60 11 4	Natalie Simmons
76 10 1	Grace Dennis
13 5 21	Roy Cooper
61 10 23	Cheryl Long
63 7 22	Roy Watson
26 9 0	Jason Simpson
64 10 6	Lindsey Jackson
22 4 30	Andrea Dennis
13 11 23	Antoinette Walters
89 10 19	Antoinette Jackson
66 5 0	Helen Medina
38 1 22	Alejandro Perkins
66 5 27	Maryalice Hutchings
50 4 20	Anya Rhodes
29 9 14	Bobby Mabry
75 5 10	Johnathan Nunez
29 7 15	Ella Benton
9 0 0	Brandon Gonzalez
43 2 17	Clayton Platt
48 4 7	Estelle Russell
23 3 15	Jennifer Thompson
22 9 20	Gordon Shuman
80 3 3	Jane Hernandez
30 3 0	Charles Ross
87 7 11	Judith Lamb
22 4 26	Mary Edwards
25 11 10	Shani Clark
20 6 11	Heidi Wagner
65 11 3	Kevin Meyer
65 5 15	Jackie Griffin
74 4 14	Christopher Davis
81 6 22	Kathy Watson
48 5 27	Wilmer Diaz
65 2 13	Maddie Doyle
8 10 4	Kimberly Lewis
77 8 17	Sarah Nunez
58 4 14	Brandon Baldwin
50 0 11	Elijah Benton
80 0 3	See Hill
8 6 28	Collen Maier
55 4 10	Joshua Tate
12 10 15	Dawne Brown
15 0 18	Anya Benton
37 7 3	Arthur Davis
16 6 11	Benjamin McDonald
79 10 14	Deborah Thompson
40 8 22	Antoinette Harrington
15 3 0	Ivan Huddleston
47 1 23	Johnathan Browne
65 2 15	Aubrey Blanton
48 0 12	Jeni Wilkins
37 0 8	Lonnie Mitchell
31 1 12	Alice Horowitz
31 6 2	Marilyn Flores
85 6 7	Janet Gonzalez
36 4 10	Eliana Lamb
67 1 21	Casey Cox
27 2 27	Howard Griffin
46 6 20	Herma Tiller
39 10 17	Pat Fenton
41 1 24	Brandon Bennett
31 3 5	Valerie Bowen
11 6 28	Eliana Wagner
63 10 23	Pamala Baker
51 9 13	Kim White
39 4 7	Dwayne Fleming
68 4 23	Antoinette Peters
82 7 5	Stasia Mitchell
15 2 26	Wilmer Flowers
19 8 23	Rosie Walters
40 10 28	Eliana Meyer
45 3 9	Jeni Walker
89 7 12	Jeremy Jackson
65 7 25	Lindsey Porterfield
54 4 0	Anya Scott
78 1 2	Randee Henderson
44 4 11	Karen Whitworth
54 8 6	Tracy Gonzales
88 8 16	Angelika Roberts
44 4 3	Carley Foster
14 5 20	Willie Bowen
11 7 12	Shani Graves
41 7 18	Ashley Hughes
47 4 10	Ernest Collins
85 8 6	Kenneth Hubbard
83 7 7	Janice Perry
48 4 8	Helen Hamilton
46 8 10	Marion Lanham
80 10 8	Alma Hernandez
14 10 11	Judith Jackson
48 4 0	Roy Bryant
71 2 0	Nelson Dunn
69 10 27	Ronald McDaniel
45 7 3	Gerard Mitchell
32 0 3	Deborah Butler
33 5 22	Ivan Ross
50 10 21	Cynthia Garcia
27 3 16	Niki Dean
22 5 29	Clark Diaz
90 5 8	Roger Nelson
78 2 4	Alice Fleming
43 6 14	Patti Watson
27 11 20	Luz Pulliam
86 6 20	Terrell Barth
66 9 30	Alejandro Watson
16 1 5	Anna Fenton
34 2 18	Clark Flowers
82 10 7	Jennifer Perkins
86 4 25	Aubrey Hill
69 9 20	Martha Webb
55 0 6	Candelaria Hernandez
32 3 14	Bobby Baldwin
44 0 5	Terence Dean
90 2 8	Natasha Griffin
36 3 6	Shanelle Flynn
85 4 14	Dennis Main
83 7 16	Rose Graves
8 11 8	Joshua Evans
73 3 18	Maryalice McDonald
11 6 12	Eileen Brockman
21 8 26	Betty Mccune
18 9 2	Jacqueline Reed
88 3 28	Alycia Orosco
55 11 21	Jacqueline Ball
39 3 28	Anna Peterson
41 7 13	Josphine Padilla
32 8 3	Benjamin Flores
36 9 7	Cheryl Lopez
26 8 13	Josphine Moody
65 8 18	Jane Bowling
57 1 2	Herma Stewart
62 2 7	Denise Vargas
37 5 0	Levi Peterson
35 1 23	Gordon Alvarado
55 5 22	Annie Reid
77 5 24	Pamela Sanders
87 0 18	Ashley Lewis
41 7 29	Mildred Carter
16 8 26	Val Griffin
75 8 3	Diane Rodriguez
41 1 29	Maddie Fenton
37 5 2	Val Dean
57 2 6	Charles Flowers
28 4 23	Steve Cox
33 9 0	Eugenia Lindsey
80 0 19	Kimberly Rodriguez
8 7 4	Heidi Smith
23 5 7	Herma Campbell
57 8 27	Marjorie Holt
62 7 28	Julie Benton
35 8 0	Maryalice Bennett
62 11 26	Andrew Lee
61 3 28	Jack Parker
15 8 8	Wayne Watson
46 9 30	Cheryl Neal
12 2 19	Niki Cook
80 1 25	Krissy Webb
24 0 23	Kimberly Walker
34 0 29	Sherri Simmons
90 3 29	Anna Allen
42 6 3	Dawne Roy
71 6 10	Christopher Lane
32 9 12	Jean Reid
24 0 5	Eloise Hampton
75 7 9	Shani Taylor
75 5 11	Pat Ross
66 6 29	Gerard Browne
52 9 6	Pamela Barber
62 8 5	Oretha Young
63 3 18	Germaine Henderson
16 4 24	Treva Barrett
51 2 23	Krissy Barnes
24 0 1	Niki Gonzalez
86 6 13	Jacqulyn Banks
48 5 9	Ernest Holland
27 9 18	Gordon Roberts
72 7 28	Pat Ruiz
31 7 26	Donald Bailey
71 2 14	Janice Young
32 6 18	Lucia Smith
84 7 8	Delaine Knight
28 1 1	Estelle Peters
58 9 8	Kenneth Platt
35 9 26	Ronald Bryant
80 5 12	Wilson Graves
41 11 24	Jean Dennis
11 4 19	Jeremy Baldwin
29 7 5	Jane Doyle
61 0 18	Raymond Carvalho
50 6 5	Jackeline Dennis
17 9 4	Tracy Hale
81 5 2	Laura Washington
28 0 23	Angelika Archer
16 11 19	Julie Paul
