10607
87 7 26	See Hines
68 4 10	Sophia Gonzalez
66 7 24	Rebecca Coleman
39 4 17	Benjamin Reyes
51 1 11	Natasha Hutchings
12 8 3	Diane Morris
87 8 11	Lindsay Fenton
16 4 17	Treva Wheeler
23 6 4	Jacqueline Steadman
10 7 27	Aaron Moody
44 4 7	Fred Lee
20 7 2	Martha Gracia
36 9 2	Maryalice Carvalho
90 5 2	Martin Lewis
78 2 20	Rebecca Gonzales
84 5 12	Marion Lane
82 10 19	Dawne Harrison
84 6 8	Dawne Roy
49 0 1	Shrimply Jackson
11 7 11	David Jackson
84 0 13	Nicholas Moody
64 4 20	Timmy Wood
78 11 28	Charlene Moore
18 2 16	Zachary Sherman
66 9 23	Aaron Watson
75 2 11	Earnest Tate
76 9 21	Andrew Flowers
37 3 28	Angel Maldonado
13 6 2	Cynthia McDaniel
65 2 8	Jonathan Reid
9 5 14	Jason Walters
76 0 30	Christine Tiller
34 4 17	Carl Alexander
45 0 9	Casey Stewart
83 2 29	Angie Campbell
68 0 14	Michael Collins
35 9 6	Alma Evans
24 5 17	Kathleen Blanton
78 7 14	Mary Flynn
66 7 17	Michael Hutchings
47 10 6	Ernest Browne
57 3 26	Timmy Rhodes
32 2 10	Casey Wagner
12 9 2	Wilson James
82 5 16	Barbara Arevalo
63 9 26	Erica Graves
78 3 0	Katherine Huddleston
44 3 30	Anya Steadman
33 11 24	Rufus Brooks
53 6 16	Claudine Roberts
63 6 30	Gerard Sterling
79 2 0	Rebecca Hughes
40 11 15	Andrew Weaver
53 6 25	Joanne Maldonado
74 6 23	Wilson Hughes
67 4 27	Hugh Bell
86 5 9	Jason Blanton
62 10 23	Wanda Flaherty
63 1 0	Kenneth Collins
35 8 25	Dwayne Faison
76 11 28	Annie Wright
74 11 14	Nancy Ward
41 5 15	Andres Ruiz
72 11 0	Dani Weaver
51 4 26	Andre Arevalo
34 8 17	Cynthia Reyes
14 5 12	Kathleen Neal
11 7 11	Shrimply Paul
43 6 11	Ramiro Alvarado
77 5 9	Kevin Browne
84 2 17	Ivan Robinson
13 6 0	Calvin Hollins
90 9 1	Gordon Townsend
47 9 23	Ryan Hardy
57 1 24	Kasie Seymore
24 10 24	Roy Wagner
22 6 2	Brandon Stokes
90 0 3	Heidi Dean
13 7 20	Delaine Flores
76 6 18	Susan Grantham
68 8 26	Karen Powell
29 10 11	Wanda Jenkins
23 7 14	Collen Padilla
29 2 9	Lonnie McDonald
65 0 15	Salvador Butler
69 9 23	Howard Fleming
47 3 16	Clayton Alvarado
18 10 26	Edward Reddick
51 5 14	Dorothy Copeland
23 5 7	Gerard Peterson
54 9 19	Gordon Padilla
65 2 30	Lila White
57 10 20	David Archer
29 6 11	Roger Moran
29 10 17	Niki Henderson
37 11 10	Andrea Hardy
87 8 30	Vera Cooper
50 6 2	Melita Vaughn
32 6 12	Melissa Price
47 11 24	Germaine Fortune
17 9 13	Janice Gonzales
20 9 1	Johnny Aaron
74 3 26	Ramiro Lamb
57 9 3	Inez McDonald
81 7 3	Niki Nunez
46 0 28	Calvin Patterson
14 8 5	Angelika Maier
74 2 25	Amanda Washington
62 11 21	Margaret Turner
85 7 22	David Webb
9 5 21	Irene Barrett
54 6 6	Richard Hughes
83 4 28	Jacqueline Nunez
29 6 23	Marilyn Clark
33 0 30	Wilmer Lanham
18 9 14	Michael Tate
82 2 24	See Holland
20 11 21	Rufus Cook
12 1 12	Nicholas Marsh
12 5 0	Cheryl Parker
41 4 29	Ryan Tackett
13 9 28	Nicholas Willis
44 6 24	Jorge Campbell
83 0 5	Terence Cooper
48 4 8	Ivan Graves
46 11 4	Hsiu Powell
78 2 8	Niki Morris
39 11 9	Sophia Blanton
29 7 7	Deborah Buchanan
69 0 27	Herma Davis
69 4 13	Earl Davis
39 2 3	Martha Dunn
47 5 11	Helen Roy
80 5 27	Denise Russell
24 3 22	Jackie Bailey
67 6 5	Alan Scott
10 4 29	Krissy Sullivan
28 8 5	Jennifer Bryant
88 9 29	Inez Jackson
70 10 0	Aubrey Henderson
11 3 30	Dwayne Powell
28 6 14	Jenifer Alexander
85 9 20	Kathy Perry
75 5 8	Terence Horan
90 0 18	Christine Gonzales
31 6 8	Gordon Kelley
31 11 23	Vera Martin
50 0 24	Barbara Townsend
64 5 18	Aida Murphy
34 6 24	Patti Kelley
89 0 4	Antoinette Aguilar
79 2 9	Howard Barnes
57 6 16	Kim Platt
66 1 2	Luz Long
75 0 9	Martin Dennis
21 0 19	Julie Adams
41 1 4	Deborah Clark
73 2 16	Teresa Bryant
53 2 13	Alycia Holt
39 5 1	Maryalice Marsh
75 10 23	William Hardy
48 8 3	Laura Roland
22 6 10	Claudine Alexander
58 0 23	Nancy Watson
54 6 4	Rebecca Collins
84 0 27	Hsiu Bennett
16 3 15	Rachel Pibbles
56 6 12	Irene Rodriguez
61 8 23	Lynn Hill
26 5 4	Pamala Kelley
64 7 20	Johnny Reed
28 9 27	Tammy Townsend
90 1 15	Shani Howard
73 4 6	Gregory Willis
78 5 5	Roy Clark
15 2 13	Mary Tate
46 10 22	Melita Meyer
53 11 19	Deborah McDaniel
18 3 12	Eugene Rodriguez
52 4 4	Fred Carter
41 0 6	Angelika Griffin
61 7 2	Arthur Gonzales
11 4 28	Sharon Hampton
13 4 27	Angel Vargas
62 9 1	Felipe Butler
60 9 28	Annie Reid
22 5 10	Rebecca Roberts
84 4 13	Claudine Webb
77 10 22	Johnny Gracia
54 5 24	Charles Cook
74 2 10	Cheryl Lamb
63 7 30	Deborah Green
65 8 21	Ken Martin
37 9 23	Jacqueline Lamb
15 5 9	Samual Steadman
76 7 0	Pamela Moran
31 7 0	Delaine Foster
46 0 4	Earnest Thomas
89 11 1	Timmy Bowling
12 7 23	Jennifer Bass
82 0 9	Terry Jones
33 10 29	Cynthia Carr
40 6 15	Glennis Dean
25 6 26	Richard Hubbard
72 1 5	Myron Reid
21 2 30	Timmy Taylor
37 0 25	Mildred Garcia
89 2 16	Luz Green
74 7 20	Lynn Bennett
24 3 19	Jorge Sherman
25 1 28	Jean Russell
46 10 3	Lucia Hines
69 8 26	Jane Peterson
29 9 25	Doris Taylor
69 6 11	Edward Goodrich
88 3 18	Lynn Richardson
77 11 17	Robin Bennett
50 7 15	Lila Butler
50 7 24	Helen McDaniel
39 7 28	Val Campbell
30 2 25	Bobby Vega
57 1 10	Michelle Vaughn
89 5 7	Salvador Hernandez
52 2 28	Jeremy Coleman
80 1 6	Jorge Brockman
23 4 13	Aida Peters
62 10 24	Lillian Coleman
29 3 7	Earl Rodriguez
24 8 3	Sarah Reed
16 10 23	Earnest Neal
65 9 17	Dexter Bailey
74 10 11	Ramiro Pibbles
57 1 30	Jackie Reddick
76 0 25	Oretha Baumann
62 10 10	Annie Young
55 2 9	Carley Sterling
12 7 25	Kelly Bowen
73 6 16	Brandon Edwards
40 9 28	Gordon Dunn
22 7 12	Marie Dean
13 3 21	Nicholas Campbell
48 8 10	Aaron Butler
14 8 5	Clayton Ruiz
30 11 15	Martha Butler
86 0 27	Melita Wood
71 9 30	Oretha Dunn
55 6 28	Shanelle Reddick
18 5 27	Lonnie Martinez
64 9 22	Aaron Hill
68 2 8	Mary Long
56 5 4	Andrea Henderson
70 11 22	Jason Holland
59 5 9	Katherine Holland
67 2 15	Eileen Walker
34 11 11	Karrie Shuman
43 1 8	Shanelle Shuman
48 11 20	Jeremy Bennett
40 4 15	Ashley Ingram
14 0 0	Zada Lopez
38 0 29	Jack Coleman
70 0 30	Jeremy Vega
85 8 10	Hugh Tackett
48 2 10	Johnny Henderson
89 10 21	Rose George
73 7 12	Nicolette Paul
43 0 29	Pat Flores
61 5 0	Maddie Baldwin
16 9 2	Wade Mitchell
63 6 30	Kathleen Perry
23 0 23	Charlene Norman
62 5 6	Gerard Price
43 7 22	Antoinette Bennett
29 6 5	Dennis Scott
59 6 20	Eliana Reid
45 11 21	Marilyn Bryant
43 9 23	Estelle Yoon
89 5 16	Robin Blanton
55 1 17	Bryant Duong
85 2 2	Michelle Powell
62 8 4	Wanda Goodrich
81 2 12	Walter Martinez
74 3 23	Betty Martin
53 11 0	Jorge Alexander
88 10 16	Lynn Dunn
82 9 7	Ernest Barth
54 8 11	Jacqulyn Hudson
24 7 14	Niki Caraballo
21 0 0	Brandon Duong
50 4 23	Margaret Hernandez
90 11 11	Marshall Russell
59 5 16	Denise Bowling
36 9 11	David Freeman
69 0 4	Mildred Martinez
56 2 1	Rebecca Wilkins
65 6 28	Karen Seymore
55 1 0	Dennis Hutchings
68 4 9	Annie Ingram
27 0 25	Terry Evans
80 7 4	Natalie Casey
61 4 9	Ronald Tiller
80 6 13	Fred Davis
10 7 28	Randee Allen
87 3 10	Fred Young
70 10 19	Jacqueline Hughes
57 8 28	Felipe Walters
63 0 6	Estelle Lane
65 9 24	Jeni Lamb
49 10 21	Joe Anderson
47 8 26	Eloise Holloway
31 7 8	Belinda Baldwin
79 3 4	Glennis Alvarado
77 4 2	Samual Bell
14 4 11	Andre Mabry
36 1 6	Tracy Nunez
63 0 13	Glennis Lamb
84 4 15	Marion Flores
13 6 4	Kelly Morgan
54 9 19	Antoinette Kelly
8 10 13	Angelika Medina
49 9 13	Eugene Baumann
77 6 11	Treva Sullivan
69 7 7	Annie Ingram
52 7 16	Roy Mccune
23 8 7	Maria McDaniel
48 5 17	Chris Lewis
30 0 26	Kimberly Flores
15 3 15	Brandon Mccune
86 9 15	Diane Mccune
35 5 17	Janice Gracia
84 11 12	Alma Martin
62 8 6	Rose Gonzalez
17 2 7	Tammy Coleman
42 11 0	Erica Jackson
73 7 23	Julie Bailey
40 6 1	Bryant Henderson
73 4 24	Barbara Moody
16 11 16	Mary Wagner
21 6 6	Natalie Henderson
55 1 0	Dwayne Nelson
49 11 20	Santiago Alvarado
25 5 14	Ramiro Walker
50 3 11	Melita Yoon
85 7 11	Alma Cook
12 9 15	Krissy Bowling
71 0 29	Anthony Collins
29 2 5	Nicolette Perry
68 1 17	Deborah Fenton
36 10 24	Santiago Boyle
46 3 14	Sophia Sullivan
85 4 10	Tammy Torres
46 10 13	Alejandro Parker
76 1 6	Diane Padilla
82 5 1	Kenneth Main
31 3 14	Stephenie Moore
9 2 22	Ivan Mabry
44 3 24	Stasia Green
84 2 5	Jose Neal
64 6 2	Ella Carter
20 7 25	Margaret Seymore
74 8 17	Rebecca Scott
23 2 18	Walter Rodriguez
49 8 25	Oretha Hudson
71 8 13	Antoinette Powell
27 2 4	Jacqulyn Payne
32 8 29	Jacqueline Tiller
26 8 0	Krissy Brown
89 0 5	George Bowen
8 5 23	Shani Patterson
66 8 7	Karrie Yoon
33 6 30	Jane Neal
26 10 21	Vera Patterson
12 5 1	Alice Casey
74 2 25	Lillian Benton
51 4 22	Angelika Taylor
13 4 7	Anya Wood
59 7 16	Clark Bennett
77 4 1	Ryan Brockman
33 6 22	Angel Martinez
78 6 17	Anthony Washington
54 0 8	Wanda Hamilton
58 4 17	Terry Fleming
18 10 2	Jackeline Simpson
17 0 4	Lonnie Parker
16 8 17	Alma Hampton
68 9 9	Andrea Lewis
72 1 22	Maria Hughes
74 11 4	Nicolette Lanham
14 0 0	Alejandro Kelly
52 6 3	Aaron Gracia
68 8 15	Carley Howard
30 2 15	Oretha Carter
31 1 20	Mildred Simmons
72 10 7	Tammy Collins
28 6 25	Tracy Campbell
65 5 24	Nancy Vaughn
43 3 28	Laura Marsh
77 5 27	Brian Norman
38 9 7	Jane Kelley
71 6 25	Sharon Barber
53 11 6	Johnathan Harrington
71 9 27	Kevin Taylor
64 5 17	Christine Baumann
25 9 7	Doris Martin
60 11 13	Roger Bryant
46 4 7	Lindsay Browne
8 3 19	Natalie Banks
53 8 26	Brandon Hamilton
62 6 23	Maryalice Ruiz
69 1 30	Eugenia Humphrey
36 11 24	Luz Griffin
72 0 16	Karen Knight
43 2 19	Edward Lee
63 10 29	Edward James
87 0 20	Kevin Paul
64 7 5	Pat Barlow
30 3 29	Charles Perkins
45 8 22	Tammy Price
50 8 27	Shani Maldonado
49 9 15	Pamela Moody
18 9 11	Sophia Davis
53 9 17	Dennis Watson
18 2 17	Samual Tate
26 7 11	Rose Harrington
19 5 19	Karen Ingram
44 0 0	Jason Dunn
15 8 19	Amanda Bass
18 11 4	Martha Johnson
83 9 19	Andrea Neal
66 4 27	Norman Gonzales
21 3 29	Carley Smith
14 11 11	Delaine Powell
83 5 3	Terence Coleman
49 6 0	Charles Bass
31 1 30	Frankie Edwards
15 11 15	Vera Norman
63 8 29	Wayne Fenton
13 4 24	Charlene Bass
72 11 11	Alejandro Baumann
90 1 14	Marion Maldonado
83 5 26	Clark Perez
46 0 18	Niki Morgan
46 1 3	Shrimply Humphrey
49 3 15	Joe Henderson
46 8 19	Deborah Powell
47 1 0	Maddie Knight
16 11 23	Cecil Tiller
57 4 5	Marilyn Hunt
52 4 10	Ashley Miller
51 4 6	Hsiu Buchanan
43 4 4	Amanda Holt
52 7 6	Treva Stewart
36 8 21	Levi Morris
64 6 2	Benjamin Pibbles
77 6 24	William Drake
69 2 9	Arthur Porterfield
38 8 10	Charles Thompson
60 11 12	Aaron Wood
45 2 30	Joe Harris
56 3 15	Rebecca Franklin
70 11 0	Annie Hines
54 5 18	Eloise Henderson
89 10 11	Jackeline Horowitz
49 4 27	Mary Watson
90 3 12	Richard Vaughn
78 11 22	Glennis Bennett
52 9 13	Dorothy Watson
86 7 24	Glennis Nunez
49 3 14	Natalie Marsh
46 8 26	Lonnie Padilla
12 4 8	Heidi White
87 1 0	Diane Holloway
65 9 9	Myron Fortune
33 3 16	Teresa King
34 9 26	Natalie Shuman
11 3 4	Nicholas Holt
76 6 11	Norman Roland
8 2 28	Benjamin Pulliam
69 3 12	Brandon Butler
56 5 27	Valerie Tiller
16 2 15	Richard Thompson
41 5 26	Andre Olvera
83 11 16	Ella Hubbard
90 5 11	Nicholas Maier
27 4 22	Andres Moran
38 10 21	Anna Graves
83 9 13	Joe Franklin
18 5 14	Jean Boyle
32 6 13	Claudine Powell
90 7 16	Johnny Lanham
81 6 4	Carley Stewart
66 7 17	Michael Scott
53 7 12	Laura Hamilton
17 10 8	Susan Franklin
47 7 4	Rafael Williams
43 7 1	Barbara Reeves
57 11 29	Lynn Peterson
60 4 19	Howard Barlow
71 0 25	Marie Walker
58 1 24	Michael Clark
41 10 20	Brian Archer
65 6 24	Grace Moody
43 10 5	Mary Kelley
18 1 23	See Campbell
26 6 18	Jason Lanham
43 1 5	Estelle Alexander
29 9 16	Betty Griffin
21 6 23	Terence Williams
83 8 4	Terrell Price
80 2 22	Bobby Sullivan
78 10 16	Laurence Butler
90 2 20	Eliana Barth
89 0 9	Ernest Butler
21 5 5	Carl Pulliam
63 1 10	Alejandro Diaz
90 4 30	George Gonzalez
42 3 18	Pamela Taylor
80 8 27	Natalie Roy
72 10 16	Kim Baumann
69 10 9	Alycia Thompson
39 6 17	Lindsey Adams
48 6 26	Laura Holt
48 11 17	Andre Ball
55 7 14	Wayne Harris
83 5 18	Jonathan Wagner
13 9 13	Ashley Torres
37 8 11	Bobby Whitworth
87 0 12	Kevin Hughes
34 3 7	Melissa Bowen
25 10 4	Ella Mitchell
23 6 11	Michael Phillips
81 1 11	Johnny Baumann
18 7 13	Sherri Barlow
42 4 4	Oretha Drake
30 2 23	Kimberly Coleman
79 4 19	Anthony Browne
12 7 7	Gary Shuman
80 8 22	Josphine Hubbard
80 9 24	Wayne Willis
68 11 26	Zada Brockman
82 8 24	Norman Horan
41 2 26	Myron Rivera
43 10 12	Gary Roy
31 7 0	Marjorie Maldonado
13 8 25	Maddie Hubbard
44 9 12	Devin Thomas
31 11 6	Luz White
8 9 14	Ken Franklin
71 4 21	Elijah Norman
12 6 1	Samual Hunt
57 1 1	Andre Taylor
70 6 9	Treva Faison
83 0 6	Kasie Howard
68 6 24	Marshall Harrison
88 11 26	Angie Ward
73 8 20	Josphine Garcia
84 3 14	Diane Clark
10 5 5	Deborah Baker
12 6 25	Ken Bryant
15 2 8	Rafael Graves
14 0 19	Karen Jenkins
16 8 23	Gordon Webb
26 6 16	Diane Robinson
54 6 12	Fred Vega
81 3 27	Nancy Tate
83 2 3	Cynthia Nunez
76 1 12	Julie Ruiz
90 9 1	Gregory Young
41 5 0	Alma Franklin
31 3 10	Levi King
34 7 19	Josphine Parker
10 5 13	Melissa Green
73 10 11	Felipe Walters
23 3 20	Darrin Lewis
77 11 16	Bobby Williams
33 11 14	Joe Ramirez
70 0 21	Richard Cook
27 7 23	Alma Peterson
74 7 13	Valerie Fleming
64 0 19	Andrew Neal
28 4 22	Hsiu Willis
16 4 6	Diana Boyle
32 6 23	Wanda Roy
85 2 29	Roy White
11 2 30	Denise Reddick
66 8 5	Wade Payne
19 1 20	Spencer Hubbard
28 6 25	Ken Townsend
62 5 9	Anna Mccune
19 11 13	Sarah Griffin
8 8 5	Sarah Doyle
78 2 11	Charles Rogers
16 3 29	Kasie Carvalho
56 7 15	Alice Brown
82 1 27	Lucia Sherman
80 6 18	Laura Stokes
21 7 1	Marie Paul
81 10 23	Roger Ross
20 2 21	Felipe Bailey
18 11 6	Ivan Barrett
64 3 1	Deborah Bennett
69 3 9	Andrea Flowers
42 7 4	Spencer Lanham
47 5 8	Jackeline Hunt
71 4 19	Johnathan Paul
55 0 0	Felipe Reyes
41 10 25	Judith McDonald
28 11 28	Spencer Wood
44 8 10	Stephenie Whitworth
61 0 24	Deborah Benton
55 9 8	Jeni Richardson
23 4 23	Roger Maldonado
64 1 1	Brian Butler
36 2 17	Eliana Aguilar
38 1 0	Janet Reyes
26 1 14	Ramiro Gracia
60 10 25	Annie Hindman
13 8 5	Kimberly Thompson
68 8 5	Joe Nunez
90 6 1	Lillian Baumann
90 3 25	Andre Padilla
14 6 13	Marion Powell
32 0 4	Rose Sherman
42 8 9	Treva Young
82 3 29	Glennis Hughes
78 5 24	Marion Huddleston
79 1 21	Susan Henderson
68 9 1	Terrell Lee
67 2 22	Wade Benton
29 0 9	Ronald Hamilton
23 1 19	Maddie Griffin
57 7 27	Melissa Flynn
40 10 28	Nicholas Huddleston
63 7 27	Ronald Medina
16 6 0	Elijah Baumann
24 6 11	Jason Holt
85 3 10	Ivan Green
31 6 12	Sophia Harris
29 10 23	Wilson Henderson
77 2 25	Nancy Roy
73 0 23	Delaine Collins
28 1 28	Hsiu Townsend
81 4 9	Kim Maldonado
86 10 25	Dexter Price
21 0 14	Rosie Wheeler
54 10 17	Shanelle James
43 0 7	Kevin Henderson
25 6 8	Marjorie Sullivan
83 11 19	Kathleen Pulliam
75 5 17	Shanelle Lanham
24 2 24	Shanelle Fleming
72 4 21	See Aguilar
59 3 26	Mary Tate
38 3 26	Joshua Tate
24 6 30	Nelson Butler
40 7 23	Niki Price
37 2 30	Janice Banks
67 9 15	Dwayne Townsend
21 7 25	Diana Baumann
33 9 3	Rufus Ingram
54 9 2	Erica Watson
74 3 22	Heidi Vega
89 4 15	Ken Gonzalez
31 8 11	Wilmer Carvalho
62 9 7	Aubrey Bass
71 8 13	Judith Alvarado
28 4 0	Jackie Main
15 0 1	Eloise Bailey
16 10 23	Adam Rodriguez
16 5 0	Inez Paul
27 5 15	Belinda Copeland
28 6 28	Gary Payne
22 3 2	Terence Reyes
49 4 14	Melita Alexander
13 4 10	Glennis Barlow
86 9 9	Fred Bailey
23 0 6	Judith Lopez
53 2 2	Jose Banks
29 5 23	Sharon Diaz
51 4 1	Eugene Huddleston
67 3 15	Elvina Rogers
70 2 24	Maria Campbell
61 6 20	Dwayne Watson
12 2 13	Betty Hollins
33 10 14	Martha Bailey
75 8 18	Earnest Barlow
43 7 3	Jorge Ross
81 0 6	Jackeline Dunn
22 8 27	Jackie Roberts
53 6 21	George Hindman
40 3 4	Gary Goodrich
32 4 11	Amanda Cook
69 3 0	Anya Buchanan
80 6 23	Jane Howard
30 2 20	Diane Holt
38 0 18	Carley Mccune
29 7 21	Marie Simmons
90 0 26	Grace Lanham
8 3 9	Angel Nunez
51 10 14	Nelson Vega
37 1 25	Rafael Sterling
48 6 19	Oretha Watson
77 4 21	Casey Hampton
25 7 27	Earl Griffin
74 8 7	Edward Brockman
70 0 28	Joshua Morris
30 5 28	Natalie Patterson
48 6 1	Nancy Martin
59 11 18	Herma Banks
25 1 19	Mary Harvey
83 11 18	Casey Moody
35 1 27	Krissy Lee
63 3 30	Lillian White
55 3 22	Niki Horowitz
59 4 12	Denise Horan
18 10 28	Lindsey Maldonado
14 10 12	Annie Payne
17 11 19	Roger Medina
29 5 16	Kimberly Jackson
30 0 22	Cecil Miller
47 1 27	Steve Evans
11 7 7	Janet Harvey
88 6 13	Dwayne Richardson
70 8 9	Ernest Flynn
41 11 11	Calvin Murphy
15 0 4	Carley Thompson
24 5 20	Cecil Russell
60 8 0	Ivan Copeland
65 0 6	Bobby Benton
26 6 27	Raymond Torres
42 2 29	Susan Fenton
48 8 11	Richard Peterson
8 0 12	Ryan Cooper
72 0 24	Treva Henderson
18 9 27	Darrin Gray
38 8 15	Kevin Thompson
12 8 20	Patricia Rivera
26 6 26	Kelly Griffin
14 0 18	Kasie Sanders
45 7 19	Cecil Hutchings
25 6 28	Brian Huddleston
61 6 0	Gerard Perry
64 10 17	Bobby Rhodes
76 1 13	David Martinez
18 4 1	Rachel Roberts
43 8 28	Shanelle Watson
18 9 14	Lila Butler
22 2 26	Pamela Hindman
41 7 27	Earnest Howard
40 10 12	Jason Dean
50 3 6	Shrimply Carr
58 3 7	Wayne Gonzales
22 3 29	Dexter Alvarado
29 5 24	Jose Stokes
34 11 16	Jeni Alexander
14 2 14	Cynthia Reyes
64 7 13	Elvina Martinez
40 4 17	Germaine Moody
17 2 7	Kevin Shuman
43 10 16	Andrew Kelley
75 8 10	Jack Carvalho
10 9 15	Johnny Sanders
63 10 27	Cecil Baldwin
71 7 11	Anthony Evans
27 9 26	Norman Simpson
81 10 14	Carley Olvera
90 7 7	Jack McDonald
11 8 22	Treva Perkins
34 2 24	Pat Davis
41 10 22	Walter Williams
15 8 22	Hsiu Kelly
43 10 12	Andrew Tackett
40 2 11	Antoinette Gracia
9 10 7	Nicolette Nelson
85 8 12	Kenneth Jenkins
11 1 18	Brandon Hubbard
87 8 13	Clayton Butler
27 8 13	Bobby Hamilton
90 3 22	Dwayne Price
19 2 23	Doris Flaherty
28 7 28	Bryant Martinez
88 0 14	Melita Lamb
81 7 12	Zachary Paul
21 1 23	Angelika Murphy
32 3 16	Willie Hale
48 0 8	Aaron Steadman
74 8 7	Sharon Duong
53 1 15	Julie Brockman
23 7 4	Melita Archer
52 8 8	Angelika Thompson
57 8 9	Terry Townsend
26 0 27	Eugenia Harvey
86 4 27	Wayne Weaver
61 3 30	Kim Banks
44 10 14	Marilyn Fenton
81 11 28	Yuonne Olvera
81 5 9	Steve Flowers
21 2 29	Catherine Holloway
40 2 18	Levi Medina
48 4 9	Eugene Coleman
54 1 12	Clarence Payne
44 9 25	Marshall Gonzalez
80 4 14	Melissa Sanders
86 7 24	Alice Peters
85 0 12	Annie Perez
67 5 12	Brian Evans
86 10 3	Teresa Henderson
78 1 4	Christine Moran
35 8 2	Randee Vaughn
90 9 7	Anthony Tackett
54 9 15	Frankie Garcia
42 0 12	Carl Moore
25 5 12	Norman Gonzalez
60 3 27	Kim Lane
33 0 14	Natasha Hindman
59 6 5	Lindsay Martinez
56 5 13	Khadijah Bailey
22 11 8	Chris Harris
45 10 28	Roger Faison
15 6 24	Eloise Morris
16 1 12	Maryalice Whitworth
33 3 11	Jenifer Williams
17 5 8	Glennis Hardy
53 2 25	Steve Maier
82 0 5	Joanne Sanchez
90 5 2	Lonnie Payne
38 3 30	Anna Jones
48 2 20	George Jackson
74 1 24	Roy Rodriguez
36 7 24	Earl Mitchell
68 0 30	Gordon Tate
76 2 15	Aaron Hudson
28 7 2	Lucia Hindman
54 8 12	Wilmer Peterson
47 8 26	Robin Price
69 0 23	Arthur Clark
32 5 9	Julie Lane
36 11 26	Ramiro Alexander
42 9 20	Zachary Morgan
76 10 8	Gerard Sanchez
9 0 22	Wayne Brooks
21 2 10	Bobby Olvera
20 4 22	Marilyn Sullivan
59 4 30	Rufus Campbell
80 5 19	Mary Bell
46 10 5	Jack Jackson
84 2 5	Martha Stokes
37 1 14	Susan Simpson
71 0 1	Marie Huddleston
58 7 9	Denise Gonzales
62 1 5	Jose Holland
49 10 24	Amanda Perry
55 0 15	Andres Jones
39 11 27	Terrell Cooper
63 8 13	Helen Reid
86 5 6	Andres Scott
73 8 20	Deborah Wilson
82 11 16	Jose Hudson
52 2 13	Kevin Alexander
9 7 24	Lucia Hubbard
75 6 1	Eliana Taylor
27 1 27	Yuonne Mabry
23 10 21	Marshall Payne
23 1 3	Irene Robinson
57 4 22	Catherine Buchanan
45 5 17	Angie Cox
46 3 22	Nancy Torres
80 3 1	Carley Hudson
32 6 29	Anthony Lanham
48 3 29	Samual Watson
28 6 6	Spencer Phillips
76 8 19	Roy Doyle
21 5 6	Melissa Barnes
10 1 1	Maryalice Hughes
39 7 24	Samual White
56 10 6	Norman Young
35 2 22	Carley Wheeler
55 5 6	Ronald Sterling
72 5 30	Alycia Doyle
74 10 10	Max Morgan
61 7 25	Marie Gonzales
64 11 3	Erica Platt
67 5 20	Johnny Reyes
52 11 15	Candelaria Taylor
90 10 11	Vera Vaughn
46 5 16	Anthony Powell
70 4 23	Ernest Turner
51 2 24	Diane Cooper
72 2 6	Teresa Barlow
54 0 24	Lillian Watson
45 4 9	Helen Aaron
52 3 17	Marjorie Simmons
8 10 0	Eliana Marsh
24 8 8	Wilmer Murphy
31 5 22	Alejandro Sherman
48 8 14	Bobby Huddleston
23 11 20	Erica Duong
20 1 11	Terry Parker
16 7 29	Ivan Phillips
19 1 23	Martha Vega
12 6 15	Gary Goodrich
16 2 24	Dwayne Price
43 7 26	Ken Dunn
28 6 26	Sherri Bailey
77 4 29	Dani Flowers
50 0 2	Joe Jenkins
25 1 19	Annie Carvalho
58 4 10	Estelle Jenkins
81 9 9	Alice Banks
83 10 19	Brandon Duong
27 9 6	Joe Griffin
12 0 20	Martin Caraballo
88 1 22	Alycia Reid
77 9 9	Anna Sullivan
55 7 29	Kathleen Johnson
19 6 7	Gordon Reeves
87 1 25	Catherine Casey
30 6 6	Kimberly Jones
42 7 10	Joe Paul
44 6 27	Andre Williams
46 10 7	Rose Nunez
78 6 0	Michael Jackson
21 5 14	Felipe Hale
59 1 9	Darrin James
41 0 8	Patti Webb
17 1 25	Gary Davis
82 2 28	Annie Lopez
89 11 22	Vera Campbell
18 6 5	Rose Harris
10 4 20	Treva Jackson
24 11 20	Carley Graves
17 10 24	Norman Wright
11 3 7	Denise Butler
48 7 24	Howard Evans
14 10 20	Lucia Bell
39 6 13	Treva Johnson
74 4 19	Wilson Weaver
55 2 5	Gerard Campbell
20 9 24	Jeni Bowling
24 6 13	Helen Flores
78 1 24	Adam George
14 4 23	Joshua Banks
84 6 20	Sophia Simpson
40 11 1	Grace Copeland
8 1 30	Angel Martin
18 11 26	Janet Pibbles
18 5 28	Oretha Flaherty
72 4 10	Rufus Yoon
86 5 4	Melissa Hale
76 3 16	Max Kelly
59 3 27	Donald Lopez
85 8 7	Clayton Torres
66 9 16	Nicholas Sullivan
13 9 1	Clark Whitworth
11 9 20	Delaine Wood
45 2 16	Deborah McDonald
18 9 6	Aubrey Cox
67 4 5	Brandon Barth
28 8 12	Gerard Peters
80 4 14	Dawne Hill
40 9 17	Dennis Hernandez
70 5 25	Grace Blanton
58 10 9	Eugene Lamb
40 11 26	Clark Mccune
9 3 29	Pamela Mitchell
70 2 11	Gregory Clark
15 7 2	Raymond Sullivan
16 3 6	Johnny Grantham
78 5 29	Lillian Yoon
67 7 16	Candelaria McDonald
44 10 11	Alice Maldonado
