3430
29 6 7	Myron Dunn
82 1 24	Eugene Gonzalez
78 11 5	Alejandro Price
39 11 2	Nicolette Gonzalez
53 2 30	Susan Blanton
81 9 4	Willie McDonald
19 1 10	Joanne Hunt
71 10 9	Sophia Sherman
26 6 5	Lillian Bowling
42 5 2	Diane Humphrey
18 6 24	Janet Wright
9 0 2	Dexter Price
74 8 12	Dani Bryant
56 6 12	Ernest Mabry
54 2 4	Wayne Sullivan
57 10 28	Carley Lewis
27 6 18	Kathy Murphy
70 11 3	Melita Thompson
25 0 10	Germaine White
31 5 26	Santiago Hernandez
18 2 8	Aubrey Smith
34 0 17	Christine Moran
36 0 3	Jennifer Medina
64 4 6	Grace Hill
73 10 13	Andres Evans
22 0 14	Ken Taylor
58 5 3	Timothy Johnson
40 0 23	Zachary George
42 5 15	Erica Banks
21 7 19	Robin Lee
46 1 13	Delaine Porterfield
57 4 18	Dennis Buchanan
20 0 24	Collen Holt
13 4 26	Denise Edwards
58 11 18	Wade Flores
39 5 25	Collen Torres
35 8 19	Judith Bowling
31 1 11	Clark Maldonado
74 2 16	Richard Copeland
80 7 19	Jacqulyn Brooks
19 2 4	Kim Reeves
58 8 0	Ronald Flynn
28 3 20	Grace Perry
9 0 28	Terrell Martinez
89 2 9	Randee Boyle
58 7 3	Eugenia Drake
54 9 19	Karen Hunt
27 8 21	Lindsay Mitchell
9 11 5	Samual Carr
33 5 8	Samual Richardson
42 6 3	Cecil Simpson
69 11 29	Joe Lane
71 2 21	Rafael Phillips
59 0 11	Lucia Phillips
86 9 28	Zachary Collins
17 5 30	Karen Foster
89 10 8	Diana Hughes
60 6 7	Yuonne Ruiz
64 2 3	Pat Hamilton
11 5 14	Christopher Sanchez
62 1 4	Fred Wagner
17 2 16	Jackie Humphrey
15 9 8	Judith Seymore
69 1 24	Alycia Wagner
34 4 13	Cynthia Faison
48 6 18	Joshua Freeman
23 1 6	Vera Brown
25 7 17	Jason Grantham
62 8 0	Clayton Roland
50 7 25	Lillian Rhodes
84 5 2	Bobby Lopez
57 1 28	Nicolette Sanders
46 11 5	Betty Henderson
44 4 3	Johnathan Brockman
18 9 30	Johnny Perry
45 2 17	Mary Hill
16 9 8	Zachary Turner
23 2 4	Marilyn Lewis
41 6 25	Barbara Roy
44 5 4	Marilyn Vargas
77 11 29	Julie Morris
15 2 25	Pamala Stewart
49 10 4	Kevin Bennett
61 11 16	Aubrey Lanham
18 5 15	Ronald Lane
85 5 5	Walter Carvalho
60 7 5	Terence Gonzalez
66 5 15	Niki Mabry
29 1 25	Ella Phillips
14 2 30	Bobby Brown
87 11 16	Robin Lee
51 2 15	Glennis Morgan
66 0 7	Stephenie Parker
78 5 3	Eliana Casey
82 9 8	Mary Freeman
50 9 11	Marilyn Hubbard
30 3 17	Nicholas Flores
21 8 29	Calvin Moore
11 9 16	Lillian Ruiz
47 10 12	Herma Clark
39 11 5	Kathleen Dean
31 4 25	Nancy Thompson
48 10 25	Anya Brown
33 1 1	Christopher Murphy
51 8 23	Wilmer Reddick
85 4 2	Steve Reyes
23 9 20	Terrell Hamilton
89 1 26	Donald Tiller
14 3 29	Andre Dean
28 8 0	Timothy Wagner
33 10 10	Wilmer Thomas
27 11 21	Dexter Ruiz
54 8 11	Terrell Lee
18 5 12	Wilson Gracia
60 8 27	Dennis Franklin
74 6 19	Eliana Martinez
44 5 18	Ryan Scott
69 9 13	Marjorie Willis
42 1 21	Janice Hines
45 9 16	Treva Reddick
29 10 4	Andrea Foster
75 3 8	Willie Hubbard
23 8 30	See Murphy
86 9 3	Earnest Roberts
42 0 22	Eloise Lopez
49 0 21	Nicholas Yoon
40 6 29	Heidi Ross
67 11 24	Deborah Dennis
31 6 16	Cheryl Mitchell
84 5 30	Diane Arevalo
21 8 17	Alan Drake
21 0 29	Devin Collins
84 0 3	Lynn Morgan
37 10 9	Andrea Sherman
31 4 20	Terry Kelly
13 6 29	Aaron Patterson
35 1 25	Nelson Rhodes
58 5 27	Herma Townsend
79 2 29	Kathleen Martin
48 8 30	Pamela Evans
70 0 8	Claudine Simmons
32 4 30	Roy Hunt
54 0 30	Dawne Brooks
46 3 22	Janice Flynn
12 4 16	Lynn Steadman
44 1 28	Joanne Freeman
46 10 15	Diane Lopez
52 11 21	Margaret McDonald
17 5 27	Lindsey Payne
43 4 27	Earnest Turner
62 5 18	Maddie Graves
45 11 19	Stasia Hindman
8 8 10	Gordon Casey
76 6 15	Lynn Evans
28 6 2	Chris Lane
38 6 30	Jack Lanham
47 6 12	Sarah Lane
19 4 8	Kimberly Drake
87 2 13	Eliana Harrison
41 9 23	Maryalice Green
56 10 16	Ivan Green
59 7 21	Brandon McDonald
60 8 14	Grace Alexander
50 11 17	Lynn Gonzales
47 9 2	Aida George
75 6 3	Jane Vega
41 5 21	Felipe Caraballo
65 5 6	Robin Gonzales
39 5 0	Raymond Flowers
80 8 25	Kelly Jenkins
33 6 13	Terence Turner
8 5 25	Shanelle Martinez
82 0 23	Barbara Hall
34 4 27	Laurence Bowling
48 3 2	Ryan Peterson
27 4 16	Johnny Baumann
77 7 25	Kim Young
27 3 1	Alycia Griffin
15 8 3	George Reed
75 6 27	Wayne Lopez
50 4 8	Roger Murphy
16 1 23	Arthur Hughes
86 3 19	Melissa Price
16 8 22	Helen Morris
25 10 6	Nelson Gonzalez
15 6 18	Sherri Bass
54 5 12	Lindsay Gonzales
34 7 21	Pamela Bailey
78 4 22	Shani Banks
33 9 15	Walter Torres
79 6 27	Jorge Orosco
8 1 20	Timothy Bailey
31 9 6	Calvin Reddick
89 2 9	Wanda Graves
70 0 12	Charles Franklin
26 6 1	Maddie Baumann
25 4 0	Diane Hutchings
81 7 9	Casey Hernandez
89 3 7	Inez Murphy
56 6 26	Irene Mccune
69 7 17	Richard Turner
89 9 9	Rufus Miller
13 2 20	Willie Brown
75 5 17	Margaret Fleming
53 1 22	Devin Baldwin
43 3 9	Walter Dean
71 11 22	Belinda Butler
37 3 14	Charlene Hindman
75 0 3	Calvin Carter
27 8 21	Carl Price
14 3 18	Kathleen Griffin
23 0 7	Deborah Payne
42 1 10	Lynn Tiller
88 4 21	Jane Tate
8 6 18	Kelly Huddleston
50 1 19	Germaine Gracia
88 8 1	Annie Butler
71 7 2	William Lamb
75 10 24	Alan Mabry
89 4 7	Dexter Bryant
49 6 8	Marshall Edwards
54 3 29	Lillian Young
17 5 17	Cheryl Bowling
45 2 5	Karen Hall
64 10 10	Natasha Griffin
80 9 22	Maryalice Wilkins
17 9 20	Collen Parker
23 5 6	Joe Fleming
11 11 8	Lila Campbell
82 10 4	Kenneth Gonzales
39 7 21	Gregory Horan
18 5 16	Adam Paul
48 3 16	Howard Reed
86 9 5	Marilyn Morgan
14 6 14	Diane Weaver
26 2 14	Maria Steadman
10 1 4	Norman Simmons
20 5 9	Joe Harris
80 11 29	Cheryl Sterling
53 3 10	Ella Williams
31 5 16	Stasia Peterson
50 7 3	Maddie Bennett
24 0 11	Wayne Hubbard
49 3 4	Mary Benton
89 6 8	Jean Peters
53 5 7	Patricia Hutchings
27 8 16	Lucia Sanders
23 9 17	Laura Davis
89 10 11	Roy Hubbard
46 9 7	Rufus Tiller
73 2 20	Pamela Perez
15 8 20	Rose Platt
33 3 24	Dorothy Gracia
87 2 0	Helen Long
88 4 28	Kasie Browne
84 0 18	Nancy Gonzalez
10 1 25	Bryant Buchanan
12 9 3	Casey Reyes
37 4 28	Catherine Ball
85 0 23	Jacqueline Phillips
15 4 17	Kenneth Alvarado
65 1 12	Devin Smith
55 10 26	Pat Webb
66 9 19	Patti Ruiz
10 1 24	Martin Torres
16 10 12	Janet Tiller
21 1 11	Collen Wilkins
42 10 17	Dennis Shuman
14 1 6	Clark Olvera
16 2 16	Marion Buchanan
43 2 23	Max Reed
46 9 3	Mary Horan
29 4 12	Earl George
47 1 30	Zada Pulliam
80 0 23	Brian Seymore
75 1 15	Michelle Jackson
65 4 29	Willie Peterson
89 2 24	Katherine Hill
58 2 0	Richard Kelley
77 0 14	Lillian Washington
84 9 28	Willie White
28 4 1	Khadijah Wilson
65 1 16	Lynn Nunez
33 11 4	William Faison
80 2 5	Mary Simpson
59 11 18	Stephenie Townsend
67 6 24	Heidi Horan
38 4 3	Jeni Duong
84 11 16	Charles Allen
80 0 21	Rose Lanham
26 9 21	Gregory Fleming
48 3 2	Val Roy
34 9 20	Carley Ward
85 5 18	Richard Bryant
35 1 30	Dexter Browne
15 4 30	Yuonne Benton
74 9 8	Lynn Shuman
56 2 10	Stasia Carr
35 11 16	Jackie Harris
14 11 18	Timmy Rodriguez
18 11 20	Patti Nunez
8 9 27	Shanelle Collins
54 3 5	Jacqulyn Russell
32 4 12	Marilyn Howard
24 6 15	Jason Humphrey
68 0 27	Claudine Bailey
76 11 29	Wayne Rodriguez
13 3 7	Max Kelly
24 11 11	Hugh Harris
18 2 1	Sophia Ross
42 8 7	Elvina Butler
69 11 18	Antoinette Barnes
25 10 27	Roger Hindman
78 9 18	Christine Cooper
39 7 8	Edward Reeves
90 11 18	Natalie Moody
36 8 19	Deborah Gracia
62 4 2	Gordon Murphy
8 0 28	Jennifer Bailey
41 8 21	Benjamin Bryant
80 2 10	Santiago Hutchings
38 5 14	Terry Washington
22 3 4	Judith Duong
12 11 29	Sarah Watson
21 9 23	Vera Thompson
71 5 19	Grace Dunn
41 5 20	Judith Griffin
84 8 15	Luz Hughes
20 3 26	Marshall Lanham
37 8 12	Aaron Hindman
27 6 15	Alice Powell
68 5 11	Terry Carvalho
28 4 3	Kelly Holloway
48 0 13	Treva Cooper
87 1 21	Lindsey Henderson
88 6 17	Treva Seymore
37 0 12	Stephenie Rivera
31 6 8	See Vargas
68 10 22	Maryalice Buchanan
55 1 18	Elijah Morris
53 10 23	Annie Perez
41 9 16	Krissy Martinez
35 5 22	Ryan Parker
73 7 10	Tracy Horowitz
72 4 12	Walter Collins
77 9 16	Kevin Butler
66 1 19	Christine Sanders
71 8 8	Johnny Faison
76 10 21	Gregory Yoon
71 4 27	Stephenie Lewis
29 10 29	Melissa Gonzales
17 6 13	Frankie Morris
59 1 1	Cynthia Ward
70 10 30	Natalie Freeman
9 0 25	Sherri Mccune
65 6 2	Jane Gray
57 0 7	Andre Jones
48 3 17	Khadijah Thompson
75 9 23	Heidi Brown
19 2 18	Jacqueline Robinson
82 5 6	Annie Flores
23 0 22	Rosie Bryant
39 7 9	Kim Lee
64 5 12	Deborah Long
51 10 9	Alycia Brown
83 11 12	Catherine Stokes
43 11 29	Alice Flynn
9 9 1	Dwayne Long
90 7 22	Johnathan Campbell
67 8 1	Terrell Evans
43 0 17	Eliana Holt
74 7 20	Zachary Martin
57 9 2	Christopher Tiller
37 1 30	Christine Walker
76 7 18	Stasia Alvarado
86 0 16	Susan Barlow
48 3 19	Ernest Bowen
34 10 7	Dorothy Johnson
9 5 2	Earnest Jones
37 0 14	Gerard Flaherty
49 3 19	Anya Green
52 8 24	Willie Adams
28 3 6	Samual Franklin
45 6 5	Hsiu Sanders
75 9 14	Kevin Collins
51 7 1	Brian Harris
88 2 19	Devin Goodrich
19 10 23	Claudine McDonald
39 2 21	Darrin Lopez
54 7 26	David Dennis
43 5 6	Anya Lopez
67 9 3	Benjamin Butler
13 5 7	Laurence Ross
23 0 3	Hsiu Marsh
45 4 5	Steve Wright
77 2 5	Lindsay Maier
49 0 27	Susan Bell
85 3 22	Tammy Green
21 7 25	Teresa Powell
76 7 14	Clark Collins
81 1 5	Diane Paul
82 0 18	Calvin Bennett
81 11 1	Ken Vega
73 11 6	Mary Moore
89 1 8	Eliana Humphrey
81 0 19	Pamela James
30 2 3	Dwayne Horan
82 6 12	Dexter Buchanan
67 8 3	Angelika Walters
30 11 10	Martha Perez
58 10 8	Nancy Paul
17 9 0	Vera White
12 9 29	Walter Gonzalez
47 9 5	Sherri Holloway
19 7 25	Timmy Blanton
80 5 8	Ernest Watson
52 7 25	Gary Lopez
56 11 21	Rachel Henderson
69 4 23	Patti Humphrey
65 4 6	Laurence Walters
66 11 9	Jean Hall
84 1 19	Wayne Franklin
33 4 30	Dexter Webb
49 9 25	Johnny Smith
12 5 14	Ryan Bowen
31 5 14	Jorge Ball
71 10 11	Alan Townsend
30 3 4	Clark Faison
59 4 28	Rufus Weaver
60 2 24	Lynn Diaz
47 6 30	Kasie Bailey
43 0 24	Kevin Wilson
74 2 18	Eileen Harvey
75 6 11	Sophia Norman
43 6 20	Donald Lindsey
74 3 8	Nelson Russell
22 3 23	Andrea Gonzalez
57 1 7	Earnest Hunt
89 8 30	Shani Peterson
62 0 16	Janice Baldwin
54 11 9	Calvin Tackett
11 7 11	Helen Evans
43 1 23	Pamela Harvey
85 10 18	Eliana Sherman
64 0 20	Ella Hubbard
80 9 28	Patti Drake
41 7 2	Felipe Hamilton
76 11 10	Claudine McDonald
45 11 5	Carl Ball
78 2 17	Karrie Simmons
70 3 23	Doris Carter
87 5 8	Wilmer Wilson
41 6 6	Ken Goodrich
9 11 12	Nelson Olvera
44 2 18	Jose Hunt
82 10 21	Herma Hampton
36 0 22	Ryan Hamilton
36 11 1	Ivan Peterson
10 7 28	Zachary Williams
66 7 3	Nicolette Carvalho
43 1 23	Samual Alexander
90 5 19	Roger Carr
41 4 12	Lonnie Duong
11 0 30	Doris Dunn
41 2 7	Kim Sanders
41 2 9	Walter Ramirez
81 3 24	Judith Mccune
78 5 29	Terence Bailey
28 10 7	Helen Reddick
65 1 4	Kasie Wood
12 2 27	Joanne Perez
36 6 30	Oretha Roy
47 6 10	Diane Marsh
50 3 24	Jennifer Dennis
24 10 3	Santiago Robinson
27 0 28	Margaret Alvarado
77 5 20	Yuonne Knight
34 9 27	Pamela Taylor
25 2 24	Earl Holland
36 6 6	Vera Barlow
34 3 4	Kathleen Harris
86 5 5	Shrimply Butler
19 10 7	Ryan Alexander
22 4 10	Maria Murphy
83 1 5	Dwayne Bryant
51 6 11	Shrimply Hampton
86 10 29	Elijah Holloway
79 5 15	Candelaria Watson
32 7 4	Delaine Evans
90 5 19	Jacqulyn Hughes
21 5 9	Ronald Alexander
26 1 16	Wayne Collins
73 11 1	Clark Scott
66 1 2	Marion Webb
60 7 22	Andrea Bailey
77 3 15	Patti Gonzalez
87 6 29	Elvina Faison
28 7 28	Edward Harrington
76 3 14	Jenifer Campbell
36 5 0	Levi Hines
27 7 30	Zada Casey
44 7 27	Terry Barnes
22 11 12	Andrew Duong
64 7 7	Eugene Lewis
31 1 4	Herma Sullivan
14 3 0	Catherine Lane
15 5 19	Herma Rivera
53 1 6	Shani Bryant
43 7 21	Jackeline Jenkins
89 5 20	Jose Campbell
14 8 26	Zada Jackson
44 0 2	Tracy Foster
41 11 30	Sophia Barber
44 8 8	Alejandro Horowitz
50 9 6	Jane Lane
11 9 22	George Flores
25 6 22	Doris Knight
37 0 2	Hugh Nelson
44 11 24	Kathleen Hill
35 10 23	Deborah Perez
17 8 6	Jane Garcia
8 0 12	Annie Moore
33 5 7	Joanne Bass
65 6 24	Ivan Cooper
9 5 9	Mary Holloway
45 11 21	Doris Reed
